hgnc_id	symbol	name	location	location_sortable
HGNC:12723	VSX1	visual system homeobox 1	20p11.21	20p11.21
HGNC:1975	VSX2	visual system homeobox 2	14q24.3	14q24.3
HGNC:20954	VTA1	vesicle trafficking 1	6q24.1-q24.2	06q24.1-q24.2
HGNC:28873	VTCN1	V-set domain containing T cell activation inhibitor 1	1p13.1-p12	01p13.1-p12
HGNC:17792	VTI1A	vesicle transport through interaction with t-SNAREs 1A	10q25.2	10q25.2
HGNC:17793	VTI1B	vesicle transport through interaction with t-SNAREs 1B	14q24.1	14q24.1
HGNC:12724	VTN	vitronectin	17q11.2	17q11.2
HGNC:30910	VWA1	von Willebrand factor A domain containing 1	1p36.33	01p36.33
HGNC:24709	VWA2	von Willebrand factor A domain containing 2	10q25.3	10q25.3
HGNC:27088	VWA3A	von Willebrand factor A domain containing 3A	16p12.2	16p12.2
HGNC:28385	VWA3B	von Willebrand factor A domain containing 3B	2q11.2	02q11.2
HGNC:6658	VWA5A	von Willebrand factor A domain containing 5A	11q24.2	11q24.2
HGNC:26538	VWA5B1	von Willebrand factor A domain containing 5B1	1p36.12	01p36.12
HGNC:25144	VWA5B2	von Willebrand factor A domain containing 5B2	3q27.1	03q27.1
HGNC:13939	VWA7	von Willebrand factor A domain containing 7	6p21.33	06p21.33
HGNC:29071	VWA8	von Willebrand factor A domain containing 8	13q14.11	13q14.11
HGNC:30200	VWC2	von Willebrand factor C domain containing 2	7p12.2	07p12.2
HGNC:37203	VWC2L	von Willebrand factor C domain containing 2 like	2q34-q35	02q34-q35
HGNC:26487	VWCE	von Willebrand factor C and EGF domains	11q12.2	11q12.2
HGNC:21897	VWDE	von Willebrand factor D and EGF domains	7p21.3	07p21.3
HGNC:12726	VWF	von Willebrand factor	12p13.31	12p13.31
HGNC:28498	VXN	vexin	8q13.1	08q13.1
HGNC:17327	WAC	WW domain containing adaptor with coiled-coil	10p12.1	10p12.1
HGNC:23293	WAPL	WAPL cohesin release factor	10q23.2	10q23.2
HGNC:12729	WARS1	tryptophanyl-tRNA synthetase 1	14q32.2	14q32.2
HGNC:12730	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial	1p12	01p12
HGNC:12731	WAS	WASP actin nucleation promoting factor	Xp11.23	Xp11.23
HGNC:12732	WASF1	WASP family member 1	6q21	06q21
HGNC:12733	WASF2	WASP family member 2	1p36.11	01p36.11
HGNC:12734	WASF3	WASP family member 3	13q12.13	13q12.13
HGNC:24361	WASHC1	WASH complex subunit 1	9p24.3	09p24.3
HGNC:23416	WASHC2A	WASH complex subunit 2A	10q11.23	10q11.23
HGNC:23414	WASHC2C	WASH complex subunit 2C	10q11.22	10q11.22
HGNC:24256	WASHC3	WASH complex subunit 3	12q23.2	12q23.2
HGNC:29174	WASHC4	WASH complex subunit 4	12q23.3	12q23.3
HGNC:28984	WASHC5	WASH complex subunit 5	8q24.13	08q24.13
HGNC:12735	WASL	WASP like actin nucleation promoting factor	7q31.32	07q31.32
HGNC:12737	WBP1	WW domain binding protein 1	2p13.1	02p13.1
HGNC:23510	WBP1L	WW domain binding protein 1 like	10q24.32	10q24.32
HGNC:12738	WBP2	WW domain binding protein 2	17q25.1	17q25.1
HGNC:28389	WBP2NL	WBP2 N-terminal like	22q13.2	22q13.2
HGNC:12739	WBP4	WW domain binding protein 4	13q14.11	13q14.11
HGNC:16461	WBP11	WW domain binding protein 11	12p12.3	12p12.3
HGNC:26157	WDCP	WD repeat and coiled coil containing	2p23.3	02p23.3
HGNC:20451	WDFY1	WD repeat and FYVE domain containing 1	2q36.1	02q36.1
HGNC:20482	WDFY2	WD repeat and FYVE domain containing 2	13q14.3	13q14.3
HGNC:20751	WDFY3	WD repeat and FYVE domain containing 3	4q21.23	04q21.23
HGNC:29323	WDFY4	WDFY family member 4	10q11.23	10q11.23
HGNC:23170	WDHD1	WD repeat and HMG-box DNA binding protein 1	14q22.2-q22.3	14q22.2-q22.3
HGNC:28027	WDPCP	WD repeat containing planar cell polarity effector	2p15	02p15
HGNC:12754	WDR1	WD repeat domain 1	4p16.1	04p16.1
HGNC:12755	WDR3	WD repeat domain 3	1p12	01p12
HGNC:12756	WDR4	WD repeat domain 4	21q22.3	21q22.3
HGNC:12757	WDR5	WD repeat domain 5	9q34.2	09q34.2
HGNC:17826	WDR5B	WD repeat domain 5B	3q21.1	03q21.1
HGNC:12758	WDR6	WD repeat domain 6	3p21.31	03p21.31
HGNC:13490	WDR7	WD repeat domain 7	18q21.31	18q21.31
HGNC:13831	WDR11	WD repeat domain 11	10q26.12	10q26.12
HGNC:14098	WDR12	WD repeat domain 12	2q33.2	02q33.2
HGNC:14352	WDR13	WD repeat domain 13	Xp11.23	Xp11.23
HGNC:16661	WDR17	WD repeat domain 17	4q34.2	04q34.2
HGNC:17956	WDR18	WD repeat domain 18	19p13.3	19p13.3
HGNC:18340	WDR19	WD repeat domain 19	4p14	04p14
HGNC:19667	WDR20	WD repeat domain 20	14q32.31	14q32.31
HGNC:20852	WDR24	WD repeat domain 24	16p13.3	16p13.3
HGNC:21064	WDR25	WD repeat domain 25	14q32.32	14q32.32
HGNC:21208	WDR26	WD repeat domain 26	1q42.11-q42.12	01q42.11-q42.12
HGNC:21248	WDR27	WD repeat domain 27	6q27	06q27
HGNC:21421	WDR31	WD repeat domain 31	9q32	09q32
HGNC:25651	WDR33	WD repeat domain 33	2q14.3	02q14.3
HGNC:28296	WDR34	WD repeat domain 34	9q34.11	09q34.11
HGNC:29250	WDR35	WD repeat domain 35	2p24.1	02p24.1
HGNC:30696	WDR36	WD repeat domain 36	5q22.1	05q22.1
HGNC:31406	WDR37	WD repeat domain 37	10p15.3	10p15.3
HGNC:23745	WDR38	WD repeat domain 38	9q33.3	09q33.3
HGNC:25601	WDR41	WD repeat domain 41	5q13.3-q14.1	05q13.3-q14.1
HGNC:28945	WDR43	WD repeat domain 43	2p23.2	02p23.2
HGNC:30512	WDR44	WD repeat domain 44	Xq24	Xq24
HGNC:28912	WDR45	WD repeat domain 45	Xp11.23	Xp11.23
HGNC:25072	WDR45B	WD repeat domain 45B	17q25.3	17q25.3
HGNC:13923	WDR46	WD repeat domain 46	6p21.32	06p21.32
HGNC:29141	WDR47	WD repeat domain 47	1p13.3	01p13.3
HGNC:30914	WDR48	WD repeat domain 48	3p22.2	03p22.2
HGNC:26587	WDR49	WD repeat domain 49	3q26.1	03q26.1
HGNC:28786	WDR53	WD repeat domain 53	3q29	03q29
HGNC:25770	WDR54	WD repeat domain 54	2p13.1	02p13.1
HGNC:25971	WDR55	WD repeat domain 55	5q31.3	05q31.3
HGNC:25706	WDR59	WD repeat domain 59	16q23.1	16q23.1
HGNC:21862	WDR60	WD repeat domain 60	7q36.3	07q36.3
HGNC:30300	WDR61	WD repeat domain 61	15q25.1	15q25.1
HGNC:24502	WDR62	WD repeat domain 62	19q13.12	19q13.12
HGNC:30711	WDR63	WD repeat domain 63	1p22.3	01p22.3
HGNC:26570	WDR64	WD repeat domain 64	1q43	01q43
HGNC:28506	WDR66	WD repeat domain 66	12q24.31	12q24.31
HGNC:25495	WDR70	WD repeat domain 70	5p13.2	05p13.2
HGNC:26790	WDR72	WD repeat domain 72	15q21.3	15q21.3
HGNC:25928	WDR73	WD repeat domain 73	15q25.2	15q25.2
HGNC:25529	WDR74	WD repeat domain 74	11q12.3	11q12.3
HGNC:25725	WDR75	WD repeat domain 75	2q32.2	02q32.2
HGNC:25773	WDR76	WD repeat domain 76	15q15.3	15q15.3
HGNC:29652	WDR77	WD repeat domain 77	1p13.2	01p13.2
HGNC:26252	WDR78	WD repeat domain 78	1p31.3	01p31.3
HGNC:26600	WDR81	WD repeat domain 81	17p13.3	17p13.3
HGNC:28826	WDR82	WD repeat domain 82	3p21.2	03p21.2
HGNC:32672	WDR83	WD repeat domain 83	19p13.13	19p13.13
HGNC:30203	WDR83OS	WD repeat domain 83 opposite strand	19p13.13	19p13.13
HGNC:28020	WDR86	WD repeat domain 86	7q36.1	07q36.1
HGNC:29934	WDR87	WD repeat domain 87	19q13.13	19q13.13
HGNC:26999	WDR88	WD repeat domain 88	19q13.11	19q13.11
HGNC:20489	WDR89	WD repeat domain 89	14q23.2	14q23.2
HGNC:26960	WDR90	WD repeat domain 90	16p13.3	16p13.3
HGNC:24997	WDR91	WD repeat domain 91	7q33	07q33
HGNC:25176	WDR92	WD repeat domain 92	2p14	02p14
HGNC:26924	WDR93	WD repeat domain 93	15q26.1	15q26.1
HGNC:26959	WDR97	WD repeat domain 97	8q24.3	08q24.3
HGNC:26697	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	2q24.2	02q24.2
HGNC:29175	WDTC1	WD and tetratricopeptide repeats 1	1p36.11	01p36.11
HGNC:25490	WDYHV1	WDYHV motif containing 1	8q24.13	08q24.13
HGNC:12761	WEE1	WEE1 G2 checkpoint kinase	11p15.4	11p15.4
HGNC:19684	WEE2	WEE2 oocyte meiosis inhibiting kinase	7q34	07q34
HGNC:15466	WFDC1	WAP four-disulfide core domain 1	16q24.1	16q24.1
HGNC:15939	WFDC2	WAP four-disulfide core domain 2	20q13.12	20q13.12
HGNC:15957	WFDC3	WAP four-disulfide core domain 3	20q13.12	20q13.12
HGNC:20477	WFDC5	WAP four-disulfide core domain 5	20q13.12	20q13.12
HGNC:16164	WFDC6	WAP four-disulfide core domain 6	20q13.12	20q13.12
HGNC:16163	WFDC8	WAP four-disulfide core domain 8	20q13.12	20q13.12
HGNC:20380	WFDC9	WAP four-disulfide core domain 9	20q13.12	20q13.12
HGNC:16139	WFDC10A	WAP four-disulfide core domain 10A	20q13.12	20q13.12
HGNC:20479	WFDC10B	WAP four-disulfide core domain 10B	20q13.12	20q13.12
HGNC:20478	WFDC11	WAP four-disulfide core domain 11	20q13.12	20q13.12
HGNC:16115	WFDC12	WAP four-disulfide core domain 12	20q13.12	20q13.12
HGNC:16131	WFDC13	WAP four-disulfide core domain 13	20q13.11	20q13.11
HGNC:30912	WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	16p13.3	16p13.3
HGNC:30916	WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	17q21.33	17q21.33
HGNC:12762	WFS1	wolframin ER transmembrane glycoprotein	4p16.1	04p16.1
HGNC:30493	WHAMM	WASP homolog associated with actin, golgi membranes and microtubules	15q25.2	15q25.2
HGNC:16361	WHRN	whirlin	9q32	09q32
HGNC:18081	WIF1	WNT inhibitory factor 1	12q14.3	12q14.3
HGNC:12736	WIPF1	WAS/WASL interacting protein family member 1	2q31.1	02q31.1
HGNC:30923	WIPF2	WAS/WASL interacting protein family member 2	17q21.2	17q21.2
HGNC:22004	WIPF3	WAS/WASL interacting protein family member 3	7p14.3	07p14.3
HGNC:25471	WIPI1	WD repeat domain, phosphoinositide interacting 1	17q24.2	17q24.2
HGNC:32225	WIPI2	WD repeat domain, phosphoinositide interacting 2	7p22.1	07p22.1
HGNC:30917	WIZ	WIZ zinc finger	19p13.12	19p13.12
HGNC:30238	WLS	Wnt ligand secretion mediator	1p31.3	01p31.3
HGNC:14540	WNK1	WNK lysine deficient protein kinase 1	12p13.33	12p13.33
HGNC:14542	WNK2	WNK lysine deficient protein kinase 2	9q22.31	09q22.31
HGNC:14543	WNK3	WNK lysine deficient protein kinase 3	Xp11.22	Xp11.22
HGNC:14544	WNK4	WNK lysine deficient protein kinase 4	17q21.2	17q21.2
HGNC:12774	WNT1	Wnt family member 1	12q13.12	12q13.12
HGNC:12780	WNT2	Wnt family member 2	7q31.2	07q31.2
HGNC:12781	WNT2B	Wnt family member 2B	1p13.2	01p13.2
HGNC:12782	WNT3	Wnt family member 3	17q21.31-q21.32	17q21.31-q21.32
HGNC:15983	WNT3A	Wnt family member 3A	1q42.13	01q42.13
HGNC:12783	WNT4	Wnt family member 4	1p36.12	01p36.12
HGNC:12784	WNT5A	Wnt family member 5A	3p14.3	03p14.3
HGNC:16265	WNT5B	Wnt family member 5B	12p13.33	12p13.33
HGNC:12785	WNT6	Wnt family member 6	2q35	02q35
HGNC:12786	WNT7A	Wnt family member 7A	3p25.1	03p25.1
HGNC:12787	WNT7B	Wnt family member 7B	22q13.31	22q13.31
HGNC:12788	WNT8A	Wnt family member 8A	5q31.2	05q31.2
HGNC:12789	WNT8B	Wnt family member 8B	10q24.31	10q24.31
HGNC:12778	WNT9A	Wnt family member 9A	1q42.13	01q42.13
HGNC:12779	WNT9B	Wnt family member 9B	17q21.32	17q21.32
HGNC:13829	WNT10A	Wnt family member 10A	2q35	02q35
HGNC:12775	WNT10B	Wnt family member 10B	12q13.12	12q13.12
HGNC:12776	WNT11	Wnt family member 11	11q13.5	11q13.5
HGNC:16267	WNT16	Wnt family member 16	7q31.31	07q31.31
HGNC:25522	WRAP53	WD repeat containing antisense to TP53	17p13.1	17p13.1
HGNC:12759	WRAP73	WD repeat containing, antisense to TP73	1p36.32	01p36.32
HGNC:12791	WRN	WRN RecQ like helicase	8p12	08p12
HGNC:20876	WRNIP1	WRN helicase interacting protein 1	6p25.2	06p25.2
HGNC:19221	WSB1	WD repeat and SOCS box containing 1	17q11.1	17q11.1
HGNC:19222	WSB2	WD repeat and SOCS box containing 2	12q24.23	12q24.23
HGNC:29060	WSCD1	WSC domain containing 1	17p13.2	17p13.2
HGNC:29117	WSCD2	WSC domain containing 2	12q23.3	12q23.3
HGNC:12796	WT1	WT1 transcription factor	11p13	11p13
HGNC:16846	WTAP	WT1 associated protein	6q25.3	06q25.3
HGNC:20964	WTIP	WT1 interacting protein	19q13.11	19q13.11
HGNC:29435	WWC1	WW and C2 domain containing 1	5q34	05q34
HGNC:24148	WWC2	WW and C2 domain containing 2	4q35.1	04q35.1
HGNC:29237	WWC3	WWC family member 3	Xp22.2	Xp22.2
HGNC:12799	WWOX	WW domain containing oxidoreductase	16q23.1-q23.2	16q23.1-q23.2
HGNC:17004	WWP1	WW domain containing E3 ubiquitin protein ligase 1	8q21.3	08q21.3
HGNC:16804	WWP2	WW domain containing E3 ubiquitin protein ligase 2	16q22.1	16q22.1
HGNC:24042	WWTR1	WW domain containing transcription regulator 1	3q25.1	03q25.1
HGNC:14089	XAB2	XPA binding protein 2	19p13.3	19p13.3
HGNC:30932	XAF1	XIAP associated factor 1	17p13.2	17p13.2
HGNC:4111	XAGE1A	X antigen family member 1A	Xp11.22	Xp11.22
HGNC:25400	XAGE1B	X antigen family member 1B	Xp11.22	Xp11.22
HGNC:4112	XAGE2	X antigen family member 2	Xp11.22	Xp11.22
HGNC:14618	XAGE3	X antigen family member 3	Xp11.22	Xp11.22
HGNC:30930	XAGE5	X antigen family member 5	Xp11.22	Xp11.22
HGNC:12801	XBP1	X-box binding protein 1	22q12.1	22q12.1
HGNC:10645	XCL1	X-C motif chemokine ligand 1	1q24.2	01q24.2
HGNC:10646	XCL2	X-C motif chemokine ligand 2	1q24.2	01q24.2
HGNC:1625	XCR1	X-C motif chemokine receptor 1	3p21.31	03p21.31
HGNC:12805	XDH	xanthine dehydrogenase	2p23.1	02p23.1
HGNC:12806	XG	Xg glycoprotein (Xg blood group)	Xp22.33	Xp22.33
HGNC:592	XIAP	X-linked inhibitor of apoptosis	Xq25	Xq25
HGNC:14301	XIRP1	xin actin binding repeat containing 1	3p22.2	03p22.2
HGNC:14303	XIRP2	xin actin binding repeat containing 2	2q24.3	02q24.3
HGNC:12811	XK	X-linked Kx blood group	Xp21.1	Xp21.1
HGNC:28778	XKR3	XK related 3	22q11.1	22q11.1
HGNC:29394	XKR4	XK related 4	8q12.1	08q12.1
HGNC:20782	XKR5	XK related 5	8p23.1	08p23.1
HGNC:27806	XKR6	XK related 6	8p23.1	08p23.1
HGNC:23062	XKR7	XK related 7	20q11.21	20q11.21
HGNC:25508	XKR8	XK related 8	1p35.3	01p35.3
HGNC:20937	XKR9	XK related 9	8q13.3	08q13.3
HGNC:29845	XKRX	XK related X-linked	Xq22.1	Xq22.1
HGNC:12814	XPA	XPA, DNA damage recognition and repair factor	9q22.33	09q22.33
HGNC:12816	XPC	XPC complex subunit, DNA damage recognition and repair factor	3p25.1	03p25.1
HGNC:12822	XPNPEP1	X-prolyl aminopeptidase 1	10q25.1	10q25.1
HGNC:12823	XPNPEP2	X-prolyl aminopeptidase 2	Xq26.1	Xq26.1
HGNC:28052	XPNPEP3	X-prolyl aminopeptidase 3	22q13.2	22q13.2
HGNC:12825	XPO1	exportin 1	2p15	02p15
HGNC:17796	XPO4	exportin 4	13q12.11	13q12.11
HGNC:17675	XPO5	exportin 5	6p21.1	06p21.1
HGNC:19733	XPO6	exportin 6	16p11.2	16p11.2
HGNC:14108	XPO7	exportin 7	8p21.3	08p21.3
HGNC:12826	XPOT	exportin for tRNA	12q14.2	12q14.2
HGNC:12827	XPR1	xenotropic and polytropic retrovirus receptor 1	1q25.3	01q25.3
HGNC:12828	XRCC1	X-ray repair cross complementing 1	19q13.31	19q13.31
HGNC:12829	XRCC2	X-ray repair cross complementing 2	7q36.1	07q36.1
HGNC:12830	XRCC3	X-ray repair cross complementing 3	14q32.33	14q32.33
HGNC:12831	XRCC4	X-ray repair cross complementing 4	5q14.2	05q14.2
HGNC:12833	XRCC5	X-ray repair cross complementing 5	2q35	02q35
HGNC:4055	XRCC6	X-ray repair cross complementing 6	22q13.2	22q13.2
HGNC:30654	XRN1	5'-3' exoribonuclease 1	3q23	03q23
HGNC:12836	XRN2	5'-3' exoribonuclease 2	20p11.22	20p11.22
HGNC:18868	XRRA1	X-ray radiation resistance associated 1	11q13.4	11q13.4
HGNC:26639	XXYLT1	xyloside xylosyltransferase 1	3q29	03q29
HGNC:12839	XYLB	xylulokinase	3p22.2	03p22.2
HGNC:15516	XYLT1	xylosyltransferase 1	16p12.3	16p12.3
HGNC:15517	XYLT2	xylosyltransferase 2	17q21.33	17q21.33
HGNC:24857	YAE1	YAE1 maturation factor of ABCE1	7p14.1	07p14.1
HGNC:17363	YAF2	YY1 associated factor 2	12q12	12q12
HGNC:16262	YAP1	Yes1 associated transcriptional regulator	11q22.1	11q22.1
HGNC:12840	YARS1	tyrosyl-tRNA synthetase 1	1p35.1	01p35.1
HGNC:24249	YARS2	tyrosyl-tRNA synthetase 2	12p11.21	12p11.21
HGNC:1299	YBEY	ybeY metalloendoribonuclease	21q22.3	21q22.3
HGNC:8014	YBX1	Y-box binding protein 1	1p34.2	01p34.2
HGNC:17948	YBX2	Y-box binding protein 2	17p13.1	17p13.1
HGNC:2428	YBX3	Y-box binding protein 3	12p13.2	12p13.2
HGNC:27158	YDJC	YdjC chitooligosaccharide deacetylase homolog	22q11.21	22q11.21
HGNC:25489	YEATS2	YEATS domain containing 2	3q27.1	03q27.1
HGNC:24859	YEATS4	YEATS domain containing 4	12q15	12q15
HGNC:12841	YES1	YES proto-oncogene 1, Src family tyrosine kinase	18p11.32	18p11.32
HGNC:16688	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein	11q13.2	11q13.2
HGNC:30511	YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein	19q13.2	19q13.2
HGNC:25231	YIPF1	Yip1 domain family member 1	1p32.3	01p32.3
HGNC:28476	YIPF2	Yip1 domain family member 2	19p13.2	19p13.2
HGNC:21023	YIPF3	Yip1 domain family member 3	6p21.1	06p21.1
HGNC:28145	YIPF4	Yip1 domain family member 4	2p22.3	02p22.3
HGNC:24877	YIPF5	Yip1 domain family member 5	5q31.3	05q31.3
HGNC:28304	YIPF6	Yip1 domain family member 6	Xq12-q13.1	Xq12-q13.1
HGNC:26825	YIPF7	Yip1 domain family member 7	4p12	04p12
HGNC:24785	YJEFN3	YjeF N-terminal domain containing 3	19p13.11	19p13.11
HGNC:25518	YJU2	YJU2 splicing factor homolog	19p13.3	19p13.3
HGNC:16959	YKT6	YKT6 v-SNARE homolog	7p13	07p13
HGNC:17798	YLPM1	YLP motif containing 1	14q24.3	14q24.3
HGNC:12843	YME1L1	YME1 like 1 ATPase	10p12.1	10p12.1
HGNC:25035	YOD1	YOD1 deubiquitinase	1q32.1	01q32.1
HGNC:12845	YPEL1	yippee like 1	22q11.21-q11.22	22q11.21-q11.22
HGNC:18326	YPEL2	yippee like 2	17q22	17q22
HGNC:18327	YPEL3	yippee like 3	16p11.2	16p11.2
HGNC:18328	YPEL4	yippee like 4	11q12.1	11q12.1
HGNC:18329	YPEL5	yippee like 5	2p23.1	02p23.1
HGNC:28905	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	1p34.3	01p34.3
HGNC:30626	YTHDC1	YTH domain containing 1	4q13.2	04q13.2
HGNC:24721	YTHDC2	YTH domain containing 2	5q22.2	05q22.2
HGNC:15867	YTHDF1	YTH N6-methyladenosine RNA binding protein 1	20q13.33	20q13.33
HGNC:31675	YTHDF2	YTH N6-methyladenosine RNA binding protein 2	1p35.3	01p35.3
HGNC:26465	YTHDF3	YTH N6-methyladenosine RNA binding protein 3	8q12.3	08q12.3
HGNC:12849	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	20q13.12	20q13.12
HGNC:12851	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	17p13.3	17p13.3
HGNC:12852	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	7q11.23	07q11.23
HGNC:12853	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	22q12.3	22q12.3
HGNC:12854	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	2p25.1	02p25.1
HGNC:12855	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	8q22.3	08q22.3
HGNC:12856	YY1	YY1 transcription factor	14q32.2	14q32.2
HGNC:30935	YY1AP1	YY1 associated protein 1	1q22	01q22
HGNC:31684	YY2	YY2 transcription factor	Xp22.12	Xp22.12
HGNC:29504	ZACN	zinc activated ion channel	17q25.1	17q25.1
HGNC:28697	ZADH2	zinc binding alcohol dehydrogenase domain containing 2	18q22.3	18q22.3
HGNC:12857	ZAN	zonadhesin (gene/pseudogene)	7q22.1	07q22.1
HGNC:12858	ZAP70	zeta chain of T cell receptor associated protein kinase 70	2q11.2	02q11.2
HGNC:20436	ZAR1	zygote arrest 1	4p11	04p11
HGNC:37116	ZAR1L	zygote arrest 1 like	13q13.1	13q13.1
HGNC:26245	ZBBX	zinc finger B-box domain containing	3q26.1	03q26.1
HGNC:447	ZBED1	zinc finger BED-type containing 1	Xp22.33 and Yp11	Xp22.33 and Yp11
HGNC:20710	ZBED2	zinc finger BED-type containing 2	3q13.13	03q13.13
HGNC:20711	ZBED3	zinc finger BED-type containing 3	5q13.3	05q13.3
HGNC:20721	ZBED4	zinc finger BED-type containing 4	22q13.33	22q13.33
HGNC:30803	ZBED5	zinc finger BED-type containing 5	11p15.4	11p15.4
HGNC:33273	ZBED6	zinc finger BED-type containing 6	1q32.1	01q32.1
HGNC:21720	ZBED6CL	ZBED6 C-terminal like	7q36.1	07q36.1
HGNC:30804	ZBED8	zinc finger BED-type containing 8	5q33.3	05q33.3
HGNC:13851	ZBED9	zinc finger BED-type containing 9	6p22.1	06p22.1
HGNC:16176	ZBP1	Z-DNA binding protein 1	20q13.31	20q13.31
HGNC:20259	ZBTB1	zinc finger and BTB domain containing 1	14q23.3	14q23.3
HGNC:20868	ZBTB2	zinc finger and BTB domain containing 2	6q25.1	06q25.1
HGNC:22918	ZBTB3	zinc finger and BTB domain containing 3	11q12.3	11q12.3
HGNC:23847	ZBTB4	zinc finger and BTB domain containing 4	17p13.1	17p13.1
HGNC:23836	ZBTB5	zinc finger and BTB domain containing 5	9p13.2	09p13.2
HGNC:16764	ZBTB6	zinc finger and BTB domain containing 6	9q33.2	09q33.2
HGNC:18078	ZBTB7A	zinc finger and BTB domain containing 7A	19p13.3	19p13.3
HGNC:18668	ZBTB7B	zinc finger and BTB domain containing 7B	1q21.3	01q21.3
HGNC:31700	ZBTB7C	zinc finger and BTB domain containing 7C	18q21.1	18q21.1
HGNC:24172	ZBTB8A	zinc finger and BTB domain containing 8A	1p35.1	01p35.1
HGNC:37057	ZBTB8B	zinc finger and BTB domain containing 8B	1p35.1	01p35.1
HGNC:24094	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand	1p35.1	01p35.1
HGNC:28323	ZBTB9	zinc finger and BTB domain containing 9	6p21.32	06p21.32
HGNC:30953	ZBTB10	zinc finger and BTB domain containing 10	8q21.13	08q21.13
HGNC:16740	ZBTB11	zinc finger and BTB domain containing 11	3q12.3	03q12.3
HGNC:19066	ZBTB12	zinc finger and BTB domain containing 12	6p21.33	06p21.33
HGNC:12860	ZBTB14	zinc finger and BTB domain containing 14	18p11.31	18p11.31
HGNC:12930	ZBTB16	zinc finger and BTB domain containing 16	11q23.2	11q23.2
HGNC:12936	ZBTB17	zinc finger and BTB domain containing 17	1p36.13	01p36.13
HGNC:13030	ZBTB18	zinc finger and BTB domain containing 18	1q44	01q44
HGNC:13503	ZBTB20	zinc finger and BTB domain containing 20	3q13.31	03q13.31
HGNC:13083	ZBTB21	zinc finger and BTB domain containing 21	21q22.3	21q22.3
HGNC:13085	ZBTB22	zinc finger and BTB domain containing 22	6p21.3	06p21.3
HGNC:21143	ZBTB24	zinc finger and BTB domain containing 24	6q21	06q21
HGNC:13112	ZBTB25	zinc finger and BTB domain containing 25	14q23.3	14q23.3
HGNC:23383	ZBTB26	zinc finger and BTB domain containing 26	9q33.2	09q33.2
HGNC:16763	ZBTB32	zinc finger and BTB domain containing 32	19q13.12	19q13.12
HGNC:16682	ZBTB33	zinc finger and BTB domain containing 33	Xq24	Xq24
HGNC:31446	ZBTB34	zinc finger and BTB domain containing 34	9q33.3	09q33.3
HGNC:28365	ZBTB37	zinc finger and BTB domain containing 37	1q25.1	01q25.1
HGNC:26636	ZBTB38	zinc finger and BTB domain containing 38	3q23	03q23
HGNC:29014	ZBTB39	zinc finger and BTB domain containing 39	12q13.3	12q13.3
HGNC:29045	ZBTB40	zinc finger and BTB domain containing 40	1p36.12	01p36.12
HGNC:24819	ZBTB41	zinc finger and BTB domain containing 41	1q31.3	01q31.3
HGNC:32550	ZBTB42	zinc finger and BTB domain containing 42	14q32.33	14q32.33
HGNC:17908	ZBTB43	zinc finger and BTB domain containing 43	9q33.3	09q33.3
HGNC:25001	ZBTB44	zinc finger and BTB domain containing 44	11q24.3	11q24.3
HGNC:23715	ZBTB45	zinc finger and BTB domain containing 45	19q13.43	19q13.43
HGNC:16094	ZBTB46	zinc finger and BTB domain containing 46	20q13.33	20q13.33
HGNC:26955	ZBTB47	zinc finger and BTB domain containing 47	3p22.1	03p22.1
HGNC:4930	ZBTB48	zinc finger and BTB domain containing 48	1p36.31	01p36.31
HGNC:19883	ZBTB49	zinc finger and BTB domain containing 49	4p16.3	04p16.3
HGNC:24277	ZC2HC1A	zinc finger C2HC-type containing 1A	8q21.13	08q21.13
HGNC:21174	ZC2HC1B	zinc finger C2HC-type containing 1B	6q24.2	06q24.2
HGNC:20354	ZC2HC1C	zinc finger C2HC-type containing 1C	14q24.3	14q24.3
HGNC:28972	ZC3H3	zinc finger CCCH-type containing 3	8q24.3	08q24.3
HGNC:17808	ZC3H4	zinc finger CCCH-type containing 4	19q13.32	19q13.32
HGNC:24762	ZC3H6	zinc finger CCCH-type containing 6	2q14.1	02q14.1
HGNC:30959	ZC3H7A	zinc finger CCCH-type containing 7A	16p13.13	16p13.13
HGNC:30869	ZC3H7B	zinc finger CCCH-type containing 7B	22q13.2	22q13.2
HGNC:30941	ZC3H8	zinc finger CCCH-type containing 8	2q14.1	02q14.1
HGNC:25893	ZC3H10	zinc finger CCCH-type containing 10	12q13.2	12q13.2
